Mod:Item:MetaData, Localized Name
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
industrialforegoing:conveyor:3, Light Blue§r Conveyor Belt
industrialforegoing:conveyor:4, Yellow§r Conveyor Belt
industrialforegoing:conveyor:5, Lime§r Conveyor Belt
industrialforegoing:conveyor:6, Pink§r Conveyor Belt
industrialforegoing:conveyor:7, Gray§r Conveyor Belt
industrialforegoing:conveyor:8, Light Gray§r Conveyor Belt
industrialforegoing:conveyor:9, Cyan§r Conveyor Belt
industrialforegoing:conveyor:10, Purple§r Conveyor Belt
industrialforegoing:conveyor:11, Blue§r Conveyor Belt
industrialforegoing:conveyor:12, Brown§r Conveyor Belt
industrialforegoing:conveyor:13, Green§r Conveyor Belt
industrialforegoing:conveyor:14, Red§r Conveyor Belt
industrialforegoing:conveyor:15, Black§r Conveyor Belt
industrialforegoing:black_hole_label, Black Hole Label
magicbees:beecomb:0, Mundane Comb
magicbees:beecomb:1, Molten Comb
magicbees:beecomb:2, Occult Comb
magicbees:beecomb:3, Otherworldy Comb
magicbees:beecomb:4, Transmuting Comb
magicbees:beecomb:5, Papery Comb
magicbees:beecomb:6, Soul Comb
magicbees:drop:0, Enchanting Drop
magicbees:drop:1, Intellect Drop
magicbees:drop:2, Destabilized Drop
magicbees:drop:3, Carbon Drop
magicbees:drop:4, Lux Drop
magicbees:drop:5, Endearing Drop
magicbees:pollen:0, Unusual Pollen
magicbees:pollen:1, Phased Pollen
magicbees:propolis:0, Unstable Propolis
magicbees:propolis:1, Breezey Propolis
magicbees:propolis:2, Burning Propolis
magicbees:propolis:3, Flowing Propolis
magicbees:propolis:4, Stony Propolis
magicbees:propolis:5, Ordered Propolis
magicbees:propolis:6, Chaotic Propolis
magicbees:wax:0, Magic Wax
magicbees:wax:1, Soulful Wax
magicbees:wax:2, Amnesic Wax
magicbees:resource:0, Lore Fragment
magicbees:resource:1, Aromatic Lump
magicbees:resource:2, Concentrated Compound
magicbees:resource:3, Wither Skeleton Bone Chip
magicbees:resource:4, Wither Skeleton Skull Fragment
magicbees:resource:5, Draconic Dust
magicbees:resource:6, Draconic Chunk
magicbees:resource:7, Essence of False Life
magicbees:resource:8, Essence of a Shallow Grave
magicbees:resource:9, Essence of Lost Time
magicbees:resource:10, Essence of Everlasting Durability
magicbees:resource:11, Essence of Scornful Oblivion
magicbees:resource:12, Essence of Fickle Permanence
magicbees:resource:13, Dimensional Singularity
magicbees:orepart:0, Diamond Shard
magicbees:orepart:1, Emerald Shard
magicbees:orepart:2, Apatite Shard
magicbees:orepart:3, Copper Nugget
magicbees:orepart:4, Tin Nugget
magicbees:orepart:5, Bronze Nugget
magicbees:mysteriousmagnet:0, Mysterious Magnet
magicbees:mysteriousmagnet:2, Mysterious Magnet
magicbees:mysteriousmagnet:4, Mysterious Magnet
magicbees:mysteriousmagnet:6, Mysterious Magnet
magicbees:mysteriousmagnet:8, Mysterious Magnet
magicbees:mysteriousmagnet:10, Mysterious Magnet
magicbees:mysteriousmagnet:12, Mysterious Magnet
magicbees:mysteriousmagnet:14, Mysterious Magnet
magicbees:mysteriousmagnet:16, Mysterious Magnet
magicbees:mysteriousmagnet:18, Mysterious Magnet
magicbees:moondial, Jade Moon Dial
magicbees:manasteelgrafter, Manasteel Grafter
magicbees:manasteelscoop, Manasteel Scoop
magicbees:frames.gentle, Gentle Frame
magicbees:frames.magic, Magic Frame
magicbees:frames.oblivion, Oblivion Frame
magicbees:frames.temporal, Temporal Frame
magicbees:frames.necrotic, Necrotic Frame
magicbees:frames.resilient, Resilient Frame
magicbees:frames.metabolic, Metabolic Frame
magicbees:hiveblock:0, Curious Hive
magicbees:hiveblock:1, Unusual Hive
magicbees:hiveblock:2, Resonating Hive
magicbees:hiveblock:3, Deep Hive
magicbees:hiveblock:4, Infernal Hive
magicbees:hiveblock:5, Oblivion Hive
magicbees:effectjar, Bee Collector's Jar
magicbees:enchanted_earth, Enchanted Earth
modularmachinery:blockcontroller, Machine Controller
modularmachinery:blockcasing:0, Machine Casing
modularmachinery:blockcasing:1, Machine Vent
modularmachinery:blockcasing:2, Firebox Casing
modularmachinery:blockcasing:3, Machine Gearbox
modularmachinery:blockcasing:4, Reinforced Machine Casing
modularmachinery:blockcasing:5, Machine Circuitry
modularmachinery:blockinputbus:0, Tiny Item Input
modularmachinery:blockinputbus:1, Small Item Input
modularmachinery:blockinputbus:2, Normal Item Input
modularmachinery:blockinputbus:3, Reinforced Item Input
modularmachinery:blockinputbus:4, Big Item Input
modularmachinery:blockinputbus:5, Huge Item Input
modularmachinery:blockinputbus:6, Ludicrous Item Input
modularmachinery:blockoutputbus:0, Tiny Item Output
modularmachinery:blockoutputbus:1, Small Item Output
modularmachinery:blockoutputbus:2, Normal Item Output
modularmachinery:blockoutputbus:3, Reinforced Item Output
modularmachinery:blockoutputbus:4, Big Item Output
modularmachinery:blockoutputbus:5, Huge Item Output
modularmachinery:blockoutputbus:6, Ludicrous Item Output
modularmachinery:blockfluidinputhatch:0, Tiny Fluid Input Hatch
modularmachinery:blockfluidinputhatch:1, Small Fluid Input Hatch
modularmachinery:blockfluidinputhatch:2, Normal Fluid Input Hatch
modularmachinery:blockfluidinputhatch:3, Reinforced Fluid Input Hatch
modularmachinery:blockfluidinputhatch:4, Big Fluid Input Hatch
modularmachinery:blockfluidinputhatch:5, Huge Fluid Input Hatch
modularmachinery:blockfluidinputhatch:6, Ludicrous Fluid Input Hatch
modularmachinery:blockfluidinputhatch:7, Vacuum Fluid Input Hatch
modularmachinery:blockfluidoutputhatch:0, Tiny Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:1, Small Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:2, Normal Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:3, Reinforced Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:4, Big Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:5, Huge Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:6, Ludicrous Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:7, Vacuum Fluid Output Hatch
modularmachinery:blockenergyinputhatch:0, Tiny Energy Input Hatch
modularmachinery:blockenergyinputhatch:1, Small Energy Input Hatch
modularmachinery:blockenergyinputhatch:2, Normal Energy Input Hatch
modularmachinery:blockenergyinputhatch:3, Reinforced Energy Input Hatch
modularmachinery:blockenergyinputhatch:4, Big Energy Input Hatch
modularmachinery:blockenergyinputhatch:5, Huge Energy Input Hatch
modularmachinery:blockenergyinputhatch:6, Ludicrous Energy Input Hatch
modularmachinery:blockenergyinputhatch:7, Ultimate Energy Input Hatch
modularmachinery:blockenergyoutputhatch:0, Tiny Energy Output Hatch
modularmachinery:blockenergyoutputhatch:1, Small Energy Output Hatch
modularmachinery:blockenergyoutputhatch:2, Normal Energy Output Hatch
modularmachinery:blockenergyoutputhatch:3, Reinforced Energy Output Hatch
modularmachinery:blockenergyoutputhatch:4, Big Energy Output Hatch
modularmachinery:blockenergyoutputhatch:5, Huge Energy Output Hatch
modularmachinery:blockenergyoutputhatch:6, Ludicrous Energy Output Hatch
modularmachinery:blockenergyoutputhatch:7, Ultimate Energy Output Hatch
modularmachinery:itemblueprint, Machine Blueprint
modularmachinery:itemmodularium, Modularium
modularmachinery:itemconstructtool, Construct Selection Tool
primalchests:primal_chest, Primal Chest
primalchests:primal_chest_advanced, Primal Chest Advanced
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
